experiment_id,transcript_id,model_name,technique_name,total_ground_truth,total_extracted,exact_matches
429,29,Qwen 2.5 3B Instruct,zero-shot,9,7,0
430,30,Qwen 2.5 3B Instruct,zero-shot,12,12,7
431,31,Qwen 2.5 3B Instruct,zero-shot,5,6,4
432,32,Qwen 2.5 3B Instruct,zero-shot,8,6,5
433,33,Qwen 2.5 3B Instruct,zero-shot,8,0,0
434,34,Qwen 2.5 3B Instruct,zero-shot,7,7,6
435,35,Qwen 2.5 3B Instruct,zero-shot,11,10,6
436,36,Qwen 2.5 3B Instruct,zero-shot,6,6,4
437,37,Qwen 2.5 3B Instruct,zero-shot,8,7,7
438,38,Qwen 2.5 3B Instruct,zero-shot,4,5,4
439,39,Qwen 2.5 3B Instruct,zero-shot,6,3,0
440,40,Qwen 2.5 3B Instruct,zero-shot,9,8,5
441,41,Qwen 2.5 3B Instruct,zero-shot,8,6,1
442,42,Qwen 2.5 3B Instruct,zero-shot,9,7,1
443,43,Qwen 2.5 3B Instruct,zero-shot,9,8,7
444,44,Qwen 2.5 3B Instruct,zero-shot,9,9,8
445,45,Qwen 2.5 3B Instruct,zero-shot,8,7,5
446,46,Qwen 2.5 3B Instruct,zero-shot,7,7,4
447,47,Qwen 2.5 3B Instruct,zero-shot,10,7,7
448,48,Qwen 2.5 3B Instruct,zero-shot,6,6,5
449,49,Qwen 2.5 3B Instruct,zero-shot,5,5,4
450,50,Qwen 2.5 3B Instruct,zero-shot,9,9,3
451,1,Qwen 2.5 3B Instruct,few-shot,6,14,6
452,2,Qwen 2.5 3B Instruct,few-shot,1,1,1
453,3,Qwen 2.5 3B Instruct,few-shot,3,5,1
454,4,Qwen 2.5 3B Instruct,few-shot,4,6,2
455,5,Qwen 2.5 3B Instruct,few-shot,4,7,4
456,6,Qwen 2.5 3B Instruct,few-shot,3,5,0
457,7,Qwen 2.5 3B Instruct,few-shot,3,5,1
458,8,Qwen 2.5 3B Instruct,few-shot,3,9,2
459,9,Qwen 2.5 3B Instruct,few-shot,3,6,1
460,10,Qwen 2.5 3B Instruct,few-shot,3,5,3
461,11,Qwen 2.5 3B Instruct,few-shot,4,5,3
462,12,Qwen 2.5 3B Instruct,few-shot,4,13,6
463,13,Qwen 2.5 3B Instruct,few-shot,5,9,5
464,14,Qwen 2.5 3B Instruct,few-shot,3,7,2
465,15,Qwen 2.5 3B Instruct,few-shot,2,2,0
466,16,Qwen 2.5 3B Instruct,few-shot,3,12,2
467,17,Qwen 2.5 3B Instruct,few-shot,3,2,2
468,18,Qwen 2.5 3B Instruct,few-shot,3,9,3
469,19,Qwen 2.5 3B Instruct,few-shot,3,4,1
470,20,Qwen 2.5 3B Instruct,few-shot,2,5,1
471,21,Qwen 2.5 3B Instruct,few-shot,4,1,0
472,22,Qwen 2.5 3B Instruct,few-shot,17,0,0
473,23,Qwen 2.5 3B Instruct,few-shot,7,7,2
474,24,Qwen 2.5 3B Instruct,few-shot,7,6,4
475,25,Qwen 2.5 3B Instruct,few-shot,4,4,2
476,26,Qwen 2.5 3B Instruct,few-shot,3,3,3
477,27,Qwen 2.5 3B Instruct,few-shot,7,7,7
478,28,Qwen 2.5 3B Instruct,few-shot,11,7,5
479,29,Qwen 2.5 3B Instruct,few-shot,9,6,4
480,30,Qwen 2.5 3B Instruct,few-shot,12,12,6
481,31,Qwen 2.5 3B Instruct,few-shot,5,6,4
482,32,Qwen 2.5 3B Instruct,few-shot,8,9,7
483,33,Qwen 2.5 3B Instruct,few-shot,8,8,4
484,34,Qwen 2.5 3B Instruct,few-shot,7,7,5
485,35,Qwen 2.5 3B Instruct,few-shot,11,11,9
486,36,Qwen 2.5 3B Instruct,few-shot,6,6,1
487,37,Qwen 2.5 3B Instruct,few-shot,8,7,7
488,38,Qwen 2.5 3B Instruct,few-shot,4,4,0
489,39,Qwen 2.5 3B Instruct,few-shot,6,9,1
490,40,Qwen 2.5 3B Instruct,few-shot,9,8,2
491,41,Qwen 2.5 3B Instruct,few-shot,8,6,0
492,42,Qwen 2.5 3B Instruct,few-shot,9,7,0
493,43,Qwen 2.5 3B Instruct,few-shot,9,9,7
494,44,Qwen 2.5 3B Instruct,few-shot,9,8,7
495,45,Qwen 2.5 3B Instruct,few-shot,8,8,4
496,46,Qwen 2.5 3B Instruct,few-shot,7,6,2
497,47,Qwen 2.5 3B Instruct,few-shot,10,10,8
498,48,Qwen 2.5 3B Instruct,few-shot,6,6,4
499,49,Qwen 2.5 3B Instruct,few-shot,5,5,1
500,50,Qwen 2.5 3B Instruct,few-shot,9,9,4
501,1,Qwen 2.5 3B Instruct,chain-of-thought,6,14,6
502,2,Qwen 2.5 3B Instruct,chain-of-thought,1,1,1
503,3,Qwen 2.5 3B Instruct,chain-of-thought,3,6,2
504,4,Qwen 2.5 3B Instruct,chain-of-thought,4,7,4
505,5,Qwen 2.5 3B Instruct,chain-of-thought,4,6,2
506,6,Qwen 2.5 3B Instruct,chain-of-thought,3,5,0
507,7,Qwen 2.5 3B Instruct,chain-of-thought,3,8,3
508,8,Qwen 2.5 3B Instruct,chain-of-thought,3,10,2
509,9,Qwen 2.5 3B Instruct,chain-of-thought,3,0,0
510,10,Qwen 2.5 3B Instruct,chain-of-thought,3,6,2
511,11,Qwen 2.5 3B Instruct,chain-of-thought,4,5,0
512,12,Qwen 2.5 3B Instruct,chain-of-thought,4,13,1
513,13,Qwen 2.5 3B Instruct,chain-of-thought,5,7,4
514,14,Qwen 2.5 3B Instruct,chain-of-thought,3,7,2
515,15,Qwen 2.5 3B Instruct,chain-of-thought,2,2,0
516,16,Qwen 2.5 3B Instruct,chain-of-thought,3,10,1
517,17,Qwen 2.5 3B Instruct,chain-of-thought,3,2,1
518,18,Qwen 2.5 3B Instruct,chain-of-thought,3,9,3
519,19,Qwen 2.5 3B Instruct,chain-of-thought,3,5,1
520,20,Qwen 2.5 3B Instruct,chain-of-thought,2,5,0
521,21,Qwen 2.5 3B Instruct,chain-of-thought,4,2,0
522,22,Qwen 2.5 3B Instruct,chain-of-thought,17,0,0
523,23,Qwen 2.5 3B Instruct,chain-of-thought,7,7,2
524,24,Qwen 2.5 3B Instruct,chain-of-thought,7,7,1
525,25,Qwen 2.5 3B Instruct,chain-of-thought,4,4,2
526,26,Qwen 2.5 3B Instruct,chain-of-thought,3,3,3
527,27,Qwen 2.5 3B Instruct,chain-of-thought,7,0,0
528,28,Qwen 2.5 3B Instruct,chain-of-thought,11,7,8
529,29,Qwen 2.5 3B Instruct,chain-of-thought,9,9,1
530,30,Qwen 2.5 3B Instruct,chain-of-thought,12,12,6
531,31,Qwen 2.5 3B Instruct,chain-of-thought,5,6,4
532,32,Qwen 2.5 3B Instruct,chain-of-thought,8,6,6
533,33,Qwen 2.5 3B Instruct,chain-of-thought,8,8,7
534,34,Qwen 2.5 3B Instruct,chain-of-thought,7,7,5
535,35,Qwen 2.5 3B Instruct,chain-of-thought,11,10,8
536,36,Qwen 2.5 3B Instruct,chain-of-thought,6,6,1
537,37,Qwen 2.5 3B Instruct,chain-of-thought,8,7,7
538,38,Qwen 2.5 3B Instruct,chain-of-thought,4,4,2
539,39,Qwen 2.5 3B Instruct,chain-of-thought,6,7,0
540,40,Qwen 2.5 3B Instruct,chain-of-thought,9,8,5
541,41,Qwen 2.5 3B Instruct,chain-of-thought,8,7,1
542,42,Qwen 2.5 3B Instruct,chain-of-thought,9,7,1
543,43,Qwen 2.5 3B Instruct,chain-of-thought,9,7,6
544,44,Qwen 2.5 3B Instruct,chain-of-thought,9,7,4
545,45,Qwen 2.5 3B Instruct,chain-of-thought,8,8,7
546,46,Qwen 2.5 3B Instruct,chain-of-thought,7,0,0
547,47,Qwen 2.5 3B Instruct,chain-of-thought,10,7,0
548,48,Qwen 2.5 3B Instruct,chain-of-thought,6,6,5
549,49,Qwen 2.5 3B Instruct,chain-of-thought,5,5,4
550,50,Qwen 2.5 3B Instruct,chain-of-thought,9,8,4
551,1,Qwen 2.5 3B Instruct,structured-output,6,12,5
552,2,Qwen 2.5 3B Instruct,structured-output,1,0,0
553,3,Qwen 2.5 3B Instruct,structured-output,3,5,1
554,4,Qwen 2.5 3B Instruct,structured-output,4,5,4
555,5,Qwen 2.5 3B Instruct,structured-output,4,7,3
556,6,Qwen 2.5 3B Instruct,structured-output,3,0,0
557,7,Qwen 2.5 3B Instruct,structured-output,3,7,3
558,8,Qwen 2.5 3B Instruct,structured-output,3,9,2
559,9,Qwen 2.5 3B Instruct,structured-output,3,6,1
560,10,Qwen 2.5 3B Instruct,structured-output,3,5,0
561,11,Qwen 2.5 3B Instruct,structured-output,4,5,0
562,12,Qwen 2.5 3B Instruct,structured-output,4,11,3
563,13,Qwen 2.5 3B Instruct,structured-output,5,9,5
564,14,Qwen 2.5 3B Instruct,structured-output,3,7,1
565,15,Qwen 2.5 3B Instruct,structured-output,2,1,0
566,16,Qwen 2.5 3B Instruct,structured-output,3,10,1
567,17,Qwen 2.5 3B Instruct,structured-output,3,2,1
568,18,Qwen 2.5 3B Instruct,structured-output,3,9,3
569,19,Qwen 2.5 3B Instruct,structured-output,3,1,1
570,20,Qwen 2.5 3B Instruct,structured-output,2,5,1
571,21,Qwen 2.5 3B Instruct,structured-output,4,1,0
572,22,Qwen 2.5 3B Instruct,structured-output,17,15,3
573,23,Qwen 2.5 3B Instruct,structured-output,7,3,1
574,24,Qwen 2.5 3B Instruct,structured-output,7,7,5
575,25,Qwen 2.5 3B Instruct,structured-output,4,4,2
576,26,Qwen 2.5 3B Instruct,structured-output,3,3,3
577,27,Qwen 2.5 3B Instruct,structured-output,7,7,7
578,28,Qwen 2.5 3B Instruct,structured-output,11,9,6
579,29,Qwen 2.5 3B Instruct,structured-output,9,8,0
580,30,Qwen 2.5 3B Instruct,structured-output,12,7,3
581,31,Qwen 2.5 3B Instruct,structured-output,5,4,3
582,32,Qwen 2.5 3B Instruct,structured-output,8,1,1
583,33,Qwen 2.5 3B Instruct,structured-output,8,8,7
584,34,Qwen 2.5 3B Instruct,structured-output,7,7,2
585,35,Qwen 2.5 3B Instruct,structured-output,11,7,7
586,36,Qwen 2.5 3B Instruct,structured-output,6,6,5
587,37,Qwen 2.5 3B Instruct,structured-output,8,7,7
588,38,Qwen 2.5 3B Instruct,structured-output,4,0,0
589,39,Qwen 2.5 3B Instruct,structured-output,6,0,0
590,40,Qwen 2.5 3B Instruct,structured-output,9,8,1
591,41,Qwen 2.5 3B Instruct,structured-output,8,6,1
592,42,Qwen 2.5 3B Instruct,structured-output,9,7,1
593,43,Qwen 2.5 3B Instruct,structured-output,9,8,7
594,44,Qwen 2.5 3B Instruct,structured-output,9,6,5
595,45,Qwen 2.5 3B Instruct,structured-output,8,1,1
596,46,Qwen 2.5 3B Instruct,structured-output,7,6,3
597,47,Qwen 2.5 3B Instruct,structured-output,10,6,6
598,48,Qwen 2.5 3B Instruct,structured-output,6,6,5
599,49,Qwen 2.5 3B Instruct,structured-output,5,1,1
600,50,Qwen 2.5 3B Instruct,structured-output,9,8,2
601,1,Gemma-SEA-LION v4 4B,zero-shot,6,14,4
602,2,Gemma-SEA-LION v4 4B,zero-shot,1,0,0
603,3,Gemma-SEA-LION v4 4B,zero-shot,3,6,2
604,4,Gemma-SEA-LION v4 4B,zero-shot,4,7,4
605,5,Gemma-SEA-LION v4 4B,zero-shot,4,8,4
606,6,Gemma-SEA-LION v4 4B,zero-shot,3,5,3
607,7,Gemma-SEA-LION v4 4B,zero-shot,3,11,0
608,8,Gemma-SEA-LION v4 4B,zero-shot,3,9,2
609,9,Gemma-SEA-LION v4 4B,zero-shot,3,8,1
610,10,Gemma-SEA-LION v4 4B,zero-shot,3,6,2
611,11,Gemma-SEA-LION v4 4B,zero-shot,4,5,3
612,12,Gemma-SEA-LION v4 4B,zero-shot,4,0,0
613,13,Gemma-SEA-LION v4 4B,zero-shot,5,8,5
614,14,Gemma-SEA-LION v4 4B,zero-shot,3,7,2
615,15,Gemma-SEA-LION v4 4B,zero-shot,2,3,2
616,16,Gemma-SEA-LION v4 4B,zero-shot,3,11,2
617,17,Gemma-SEA-LION v4 4B,zero-shot,3,4,1
618,18,Gemma-SEA-LION v4 4B,zero-shot,3,8,3
619,19,Gemma-SEA-LION v4 4B,zero-shot,3,6,0
620,20,Gemma-SEA-LION v4 4B,zero-shot,2,5,0
621,21,Gemma-SEA-LION v4 4B,zero-shot,4,5,1
622,22,Gemma-SEA-LION v4 4B,zero-shot,17,15,12
623,23,Gemma-SEA-LION v4 4B,zero-shot,7,6,1
624,24,Gemma-SEA-LION v4 4B,zero-shot,7,6,4
625,25,Gemma-SEA-LION v4 4B,zero-shot,4,4,0
626,26,Gemma-SEA-LION v4 4B,zero-shot,3,3,3
627,27,Gemma-SEA-LION v4 4B,zero-shot,7,7,6
628,28,Gemma-SEA-LION v4 4B,zero-shot,11,8,0
629,29,Gemma-SEA-LION v4 4B,zero-shot,9,9,2
630,30,Gemma-SEA-LION v4 4B,zero-shot,12,12,7
631,31,Gemma-SEA-LION v4 4B,zero-shot,5,9,0
632,32,Gemma-SEA-LION v4 4B,zero-shot,8,7,6
633,33,Gemma-SEA-LION v4 4B,zero-shot,8,8,0
634,34,Gemma-SEA-LION v4 4B,zero-shot,7,6,4
635,35,Gemma-SEA-LION v4 4B,zero-shot,11,0,0
636,36,Gemma-SEA-LION v4 4B,zero-shot,6,6,6
637,37,Gemma-SEA-LION v4 4B,zero-shot,8,7,7
638,38,Gemma-SEA-LION v4 4B,zero-shot,4,4,3
639,39,Gemma-SEA-LION v4 4B,zero-shot,6,8,1
640,40,Gemma-SEA-LION v4 4B,zero-shot,9,10,8
641,41,Gemma-SEA-LION v4 4B,zero-shot,8,5,0
642,42,Gemma-SEA-LION v4 4B,zero-shot,9,0,0
643,43,Gemma-SEA-LION v4 4B,zero-shot,9,10,8
644,44,Gemma-SEA-LION v4 4B,zero-shot,9,9,9
645,45,Gemma-SEA-LION v4 4B,zero-shot,8,6,4
646,46,Gemma-SEA-LION v4 4B,zero-shot,7,7,6
647,47,Gemma-SEA-LION v4 4B,zero-shot,10,0,0
648,48,Gemma-SEA-LION v4 4B,zero-shot,6,0,0
649,49,Gemma-SEA-LION v4 4B,zero-shot,5,5,4
650,50,Gemma-SEA-LION v4 4B,zero-shot,9,8,7
651,1,Gemma-SEA-LION v4 4B,few-shot,6,0,0
652,2,Gemma-SEA-LION v4 4B,few-shot,1,0,0
653,3,Gemma-SEA-LION v4 4B,few-shot,3,6,1
654,4,Gemma-SEA-LION v4 4B,few-shot,4,7,3
655,5,Gemma-SEA-LION v4 4B,few-shot,4,0,0
656,6,Gemma-SEA-LION v4 4B,few-shot,3,6,3
657,7,Gemma-SEA-LION v4 4B,few-shot,3,8,1
658,8,Gemma-SEA-LION v4 4B,few-shot,3,0,0
659,9,Gemma-SEA-LION v4 4B,few-shot,3,9,2
660,10,Gemma-SEA-LION v4 4B,few-shot,3,0,0
661,11,Gemma-SEA-LION v4 4B,few-shot,4,10,2
662,12,Gemma-SEA-LION v4 4B,few-shot,4,0,0
663,13,Gemma-SEA-LION v4 4B,few-shot,5,8,5
664,14,Gemma-SEA-LION v4 4B,few-shot,3,7,0
665,15,Gemma-SEA-LION v4 4B,few-shot,2,3,2
666,16,Gemma-SEA-LION v4 4B,few-shot,3,9,2
667,17,Gemma-SEA-LION v4 4B,few-shot,3,4,0
668,18,Gemma-SEA-LION v4 4B,few-shot,3,8,3
669,19,Gemma-SEA-LION v4 4B,few-shot,3,0,0
670,20,Gemma-SEA-LION v4 4B,few-shot,2,5,0
671,21,Gemma-SEA-LION v4 4B,few-shot,4,3,1
672,22,Gemma-SEA-LION v4 4B,few-shot,17,17,7
673,23,Gemma-SEA-LION v4 4B,few-shot,7,0,0
674,24,Gemma-SEA-LION v4 4B,few-shot,7,7,3
675,25,Gemma-SEA-LION v4 4B,few-shot,4,4,2
676,26,Gemma-SEA-LION v4 4B,few-shot,3,3,3
677,27,Gemma-SEA-LION v4 4B,few-shot,7,0,0
678,28,Gemma-SEA-LION v4 4B,few-shot,11,5,3
679,29,Gemma-SEA-LION v4 4B,few-shot,9,0,0
680,30,Gemma-SEA-LION v4 4B,few-shot,12,13,10
681,31,Gemma-SEA-LION v4 4B,few-shot,5,7,4
682,32,Gemma-SEA-LION v4 4B,few-shot,8,7,7
683,33,Gemma-SEA-LION v4 4B,few-shot,8,8,6
684,34,Gemma-SEA-LION v4 4B,few-shot,7,6,3
685,35,Gemma-SEA-LION v4 4B,few-shot,11,6,4
686,36,Gemma-SEA-LION v4 4B,few-shot,6,6,6
687,37,Gemma-SEA-LION v4 4B,few-shot,8,7,4
688,38,Gemma-SEA-LION v4 4B,few-shot,4,7,3
689,39,Gemma-SEA-LION v4 4B,few-shot,6,0,0
690,40,Gemma-SEA-LION v4 4B,few-shot,9,0,0
691,41,Gemma-SEA-LION v4 4B,few-shot,8,7,0
692,42,Gemma-SEA-LION v4 4B,few-shot,9,7,0
693,43,Gemma-SEA-LION v4 4B,few-shot,9,9,9
694,44,Gemma-SEA-LION v4 4B,few-shot,9,10,8
695,45,Gemma-SEA-LION v4 4B,few-shot,8,7,6
696,46,Gemma-SEA-LION v4 4B,few-shot,7,7,4
697,47,Gemma-SEA-LION v4 4B,few-shot,10,11,4
698,48,Gemma-SEA-LION v4 4B,few-shot,6,0,0
699,49,Gemma-SEA-LION v4 4B,few-shot,5,0,0
700,50,Gemma-SEA-LION v4 4B,few-shot,9,9,5
701,1,Gemma-SEA-LION v4 4B,chain-of-thought,6,14,3
702,2,Gemma-SEA-LION v4 4B,chain-of-thought,1,2,1
703,3,Gemma-SEA-LION v4 4B,chain-of-thought,3,6,2
704,4,Gemma-SEA-LION v4 4B,chain-of-thought,4,7,4
705,5,Gemma-SEA-LION v4 4B,chain-of-thought,4,7,4
706,6,Gemma-SEA-LION v4 4B,chain-of-thought,3,6,2
707,7,Gemma-SEA-LION v4 4B,chain-of-thought,3,8,2
708,8,Gemma-SEA-LION v4 4B,chain-of-thought,3,10,1
709,9,Gemma-SEA-LION v4 4B,chain-of-thought,3,6,1
710,10,Gemma-SEA-LION v4 4B,chain-of-thought,3,5,3
711,11,Gemma-SEA-LION v4 4B,chain-of-thought,4,6,3
712,12,Gemma-SEA-LION v4 4B,chain-of-thought,4,13,4
713,13,Gemma-SEA-LION v4 4B,chain-of-thought,5,8,5
714,14,Gemma-SEA-LION v4 4B,chain-of-thought,3,6,1
715,15,Gemma-SEA-LION v4 4B,chain-of-thought,2,7,2
716,16,Gemma-SEA-LION v4 4B,chain-of-thought,3,12,2
717,17,Gemma-SEA-LION v4 4B,chain-of-thought,3,4,1
718,18,Gemma-SEA-LION v4 4B,chain-of-thought,3,8,2
719,19,Gemma-SEA-LION v4 4B,chain-of-thought,3,11,1
720,20,Gemma-SEA-LION v4 4B,chain-of-thought,2,5,0
721,21,Gemma-SEA-LION v4 4B,chain-of-thought,4,5,1
722,22,Gemma-SEA-LION v4 4B,chain-of-thought,17,14,12
723,23,Gemma-SEA-LION v4 4B,chain-of-thought,7,10,0
724,24,Gemma-SEA-LION v4 4B,chain-of-thought,7,8,4
725,25,Gemma-SEA-LION v4 4B,chain-of-thought,4,4,1
726,26,Gemma-SEA-LION v4 4B,chain-of-thought,3,3,3
727,27,Gemma-SEA-LION v4 4B,chain-of-thought,7,7,7
728,28,Gemma-SEA-LION v4 4B,chain-of-thought,11,7,8
729,29,Gemma-SEA-LION v4 4B,chain-of-thought,9,0,0
730,30,Gemma-SEA-LION v4 4B,chain-of-thought,12,18,0
731,31,Gemma-SEA-LION v4 4B,chain-of-thought,5,7,5
732,32,Gemma-SEA-LION v4 4B,chain-of-thought,8,6,6
733,33,Gemma-SEA-LION v4 4B,chain-of-thought,8,9,8
734,34,Gemma-SEA-LION v4 4B,chain-of-thought,7,6,3
735,35,Gemma-SEA-LION v4 4B,chain-of-thought,11,10,8
736,36,Gemma-SEA-LION v4 4B,chain-of-thought,6,5,0
737,37,Gemma-SEA-LION v4 4B,chain-of-thought,8,8,6
738,38,Gemma-SEA-LION v4 4B,chain-of-thought,4,4,4
739,39,Gemma-SEA-LION v4 4B,chain-of-thought,6,11,2
740,40,Gemma-SEA-LION v4 4B,chain-of-thought,9,9,8
741,41,Gemma-SEA-LION v4 4B,chain-of-thought,8,6,1
742,42,Gemma-SEA-LION v4 4B,chain-of-thought,9,7,1
743,43,Gemma-SEA-LION v4 4B,chain-of-thought,9,9,9
744,44,Gemma-SEA-LION v4 4B,chain-of-thought,9,8,6
745,45,Gemma-SEA-LION v4 4B,chain-of-thought,8,7,6
746,46,Gemma-SEA-LION v4 4B,chain-of-thought,7,6,0
747,47,Gemma-SEA-LION v4 4B,chain-of-thought,10,10,10
748,48,Gemma-SEA-LION v4 4B,chain-of-thought,6,6,4
749,49,Gemma-SEA-LION v4 4B,chain-of-thought,5,6,4
750,50,Gemma-SEA-LION v4 4B,chain-of-thought,9,8,7
751,1,Gemma-SEA-LION v4 4B,structured-output,6,14,5
752,2,Gemma-SEA-LION v4 4B,structured-output,1,1,1
753,3,Gemma-SEA-LION v4 4B,structured-output,3,6,2
754,4,Gemma-SEA-LION v4 4B,structured-output,4,5,0
755,5,Gemma-SEA-LION v4 4B,structured-output,4,7,4
756,6,Gemma-SEA-LION v4 4B,structured-output,3,5,3
757,7,Gemma-SEA-LION v4 4B,structured-output,3,7,3
758,8,Gemma-SEA-LION v4 4B,structured-output,3,10,2
759,9,Gemma-SEA-LION v4 4B,structured-output,3,6,3
760,10,Gemma-SEA-LION v4 4B,structured-output,3,5,3
761,11,Gemma-SEA-LION v4 4B,structured-output,4,8,0
762,12,Gemma-SEA-LION v4 4B,structured-output,4,14,4
763,13,Gemma-SEA-LION v4 4B,structured-output,5,10,0
764,14,Gemma-SEA-LION v4 4B,structured-output,3,8,1
765,15,Gemma-SEA-LION v4 4B,structured-output,2,3,1
766,16,Gemma-SEA-LION v4 4B,structured-output,3,18,0
767,17,Gemma-SEA-LION v4 4B,structured-output,3,4,2
768,18,Gemma-SEA-LION v4 4B,structured-output,3,8,0
769,19,Gemma-SEA-LION v4 4B,structured-output,3,5,0
770,20,Gemma-SEA-LION v4 4B,structured-output,2,5,0
771,21,Gemma-SEA-LION v4 4B,structured-output,4,0,0
772,22,Gemma-SEA-LION v4 4B,structured-output,17,16,13
773,23,Gemma-SEA-LION v4 4B,structured-output,7,4,0
774,24,Gemma-SEA-LION v4 4B,structured-output,7,14,0
775,25,Gemma-SEA-LION v4 4B,structured-output,4,4,2
776,26,Gemma-SEA-LION v4 4B,structured-output,3,0,0
777,27,Gemma-SEA-LION v4 4B,structured-output,7,7,7
778,28,Gemma-SEA-LION v4 4B,structured-output,11,0,0
779,29,Gemma-SEA-LION v4 4B,structured-output,9,8,2
780,30,Gemma-SEA-LION v4 4B,structured-output,12,12,7
781,31,Gemma-SEA-LION v4 4B,structured-output,5,5,0
782,32,Gemma-SEA-LION v4 4B,structured-output,8,6,4
783,33,Gemma-SEA-LION v4 4B,structured-output,8,8,8
784,34,Gemma-SEA-LION v4 4B,structured-output,7,7,5
785,35,Gemma-SEA-LION v4 4B,structured-output,11,7,7
786,36,Gemma-SEA-LION v4 4B,structured-output,6,0,0
787,37,Gemma-SEA-LION v4 4B,structured-output,8,7,6
788,38,Gemma-SEA-LION v4 4B,structured-output,4,4,2
789,39,Gemma-SEA-LION v4 4B,structured-output,6,7,1
790,40,Gemma-SEA-LION v4 4B,structured-output,9,5,0
791,41,Gemma-SEA-LION v4 4B,structured-output,8,6,1
792,42,Gemma-SEA-LION v4 4B,structured-output,9,7,1
793,43,Gemma-SEA-LION v4 4B,structured-output,9,10,9
794,44,Gemma-SEA-LION v4 4B,structured-output,9,8,7
795,45,Gemma-SEA-LION v4 4B,structured-output,8,7,6
796,46,Gemma-SEA-LION v4 4B,structured-output,7,8,5
797,47,Gemma-SEA-LION v4 4B,structured-output,10,9,0
798,48,Gemma-SEA-LION v4 4B,structured-output,6,5,2
799,49,Gemma-SEA-LION v4 4B,structured-output,5,5,4
800,50,Gemma-SEA-LION v4 4B,structured-output,9,9,8
801,1,MedGemma 4B,zero-shot,6,10,3
802,2,MedGemma 4B,zero-shot,1,2,1
803,3,MedGemma 4B,zero-shot,3,6,2
804,4,MedGemma 4B,zero-shot,4,8,3
805,5,MedGemma 4B,zero-shot,4,7,4
806,6,MedGemma 4B,zero-shot,3,6,0
807,7,MedGemma 4B,zero-shot,3,7,3
808,8,MedGemma 4B,zero-shot,3,10,2
809,9,MedGemma 4B,zero-shot,3,8,3
810,10,MedGemma 4B,zero-shot,3,5,0
811,11,MedGemma 4B,zero-shot,4,0,0
812,12,MedGemma 4B,zero-shot,4,0,0
813,13,MedGemma 4B,zero-shot,5,8,5
814,14,MedGemma 4B,zero-shot,3,8,0
815,15,MedGemma 4B,zero-shot,2,5,0
816,16,MedGemma 4B,zero-shot,3,11,2
817,17,MedGemma 4B,zero-shot,3,3,0
818,18,MedGemma 4B,zero-shot,3,8,3
819,19,MedGemma 4B,zero-shot,3,5,3
820,20,MedGemma 4B,zero-shot,2,5,0
821,21,MedGemma 4B,zero-shot,4,3,1
822,22,MedGemma 4B,zero-shot,17,16,13
823,23,MedGemma 4B,zero-shot,7,6,3
824,24,MedGemma 4B,zero-shot,7,6,4
825,25,MedGemma 4B,zero-shot,4,4,0
826,26,MedGemma 4B,zero-shot,3,3,3
827,27,MedGemma 4B,zero-shot,7,7,6
828,28,MedGemma 4B,zero-shot,11,0,0
829,29,MedGemma 4B,zero-shot,9,7,4
830,30,MedGemma 4B,zero-shot,12,11,0
831,31,MedGemma 4B,zero-shot,5,6,4
832,32,MedGemma 4B,zero-shot,8,7,6
833,33,MedGemma 4B,zero-shot,8,9,8
834,34,MedGemma 4B,zero-shot,7,7,4
835,35,MedGemma 4B,zero-shot,11,10,8
836,36,MedGemma 4B,zero-shot,6,6,6
837,37,MedGemma 4B,zero-shot,8,8,5
838,38,MedGemma 4B,zero-shot,4,4,2
839,39,MedGemma 4B,zero-shot,6,8,1
840,40,MedGemma 4B,zero-shot,9,0,0
841,41,MedGemma 4B,zero-shot,8,6,1
842,42,MedGemma 4B,zero-shot,9,7,1
843,43,MedGemma 4B,zero-shot,9,0,0
844,44,MedGemma 4B,zero-shot,9,9,9
845,45,MedGemma 4B,zero-shot,8,7,7
846,46,MedGemma 4B,zero-shot,7,7,6
847,47,MedGemma 4B,zero-shot,10,0,0
848,48,MedGemma 4B,zero-shot,6,5,4
849,49,MedGemma 4B,zero-shot,5,6,4
850,50,MedGemma 4B,zero-shot,9,9,8
851,1,MedGemma 4B,few-shot,6,0,0
852,2,MedGemma 4B,few-shot,1,3,1
853,3,MedGemma 4B,few-shot,3,6,1
854,4,MedGemma 4B,few-shot,4,7,3
855,5,MedGemma 4B,few-shot,4,0,0
856,6,MedGemma 4B,few-shot,3,0,0
857,7,MedGemma 4B,few-shot,3,9,2
858,8,MedGemma 4B,few-shot,3,0,0
859,9,MedGemma 4B,few-shot,3,6,1
860,10,MedGemma 4B,few-shot,3,6,3
861,11,MedGemma 4B,few-shot,4,6,4
862,12,MedGemma 4B,few-shot,4,9,3
863,13,MedGemma 4B,few-shot,5,9,2
864,14,MedGemma 4B,few-shot,3,7,2
865,15,MedGemma 4B,few-shot,2,3,1
866,16,MedGemma 4B,few-shot,3,12,2
867,17,MedGemma 4B,few-shot,3,3,2
868,18,MedGemma 4B,few-shot,3,6,2
869,19,MedGemma 4B,few-shot,3,0,0
870,20,MedGemma 4B,few-shot,2,6,1
871,21,MedGemma 4B,few-shot,4,0,0
872,22,MedGemma 4B,few-shot,17,13,4
873,23,MedGemma 4B,few-shot,7,5,0
874,24,MedGemma 4B,few-shot,7,10,4
875,25,MedGemma 4B,few-shot,4,4,1
